9898644,460792,education,7,28-11-2017,46,553,25-12-2017,1558554,61931,Raine Plail,77-641-0406,59420,33-922-4938
9898645,570146,home,7,17-10-2017,26,666,22-02-2018,498348,51931,Christiano Mitchinson,48-033-8748,59438,63-271-0663
9898646,612429,education,6,16-12-2017,57,864,17-11-2017,596621,51969,Stace Loades,88-024-7546,59452,47-779-0412
9898647,594664,education,11,19-06-2018,56,339,14-01-2018,1552060,51994,Tobie Lillyman,36-004-8908,69479,30-476-9343
9898648,725209,personal,9,03-02-2018,53,347,03-06-2018,964408,52030,Walsh Craiker,04-152-9458,59563,15-773-6113
9898649,978556,auto,11,20-10-2017,26,556,14-11-2017,1959334,52066,Barthel Halfhead,48-486-1921,69589,43-725-1333
9898650,146755,personal,11,14-03-2018,32,461,12-02-2018,839675,52082,Nollie Treverton,77-989-2001,59599,57-904-5266
9898651,912649,education,7,29-07-2018,59,791,11-07-2018,1797289,52097,Cathie Halburton,68-663-3354,59642,52-720-0096
9898652,142850,personal,9,02-10-2017,17,936,13-02-2018,876029,52115,Jessalyn Ellard,02-026-7674,59652,73-328-5352
9898653,261294,home,12,12-12-2017,43,373,27-09-2017,1693527,52131,Cacilia Hove,06-159-0648,59654,59-661-2077
9898654,692359,education,8,28-06-2018,15,961,03-04-2018,1458327,52135,Clim Wicklen,89-967-6958,59665,33-768-8042
9898655,171251,commercial,10,13-03-2018,31,640,04-03-2018,1754402,52151,Trever Burbudge,49-872-6644,59708,00-341-9647
9898656,611215,personal,10,20-09-2017,44,689,16-10-2017,758502,52175,Clarette Stout,70-835-5035,59721,49-383-0430
9898657,142522,education,6,23-02-2018,57,742,16-07-2018,71361,52189,Olimpia Genicke,16-745-9739,59736,05-229-9808
9898658,782814,home,8,10-02-2018,59,460,23-10-2017,1876660,52224,Samuele Maryska,85-299-4907,59743,15-891-1671
9898659,870089,home,8,22-08-2017,55,775,31-10-2017,756129,62240,Evey Barnsdall,46-881-6129,69757,03-437-8679
9898660,614779,commercial,9,03-03-2018,18,280,02-02-2018,1876070,52240,Yancy Bruckenthal,07-110-3751,59759,16-764-9007
9898661,678553,education,6,23-01-2018,42,647,19-07-2018,493704,52251,Evyn Wenger,23-975-5761,59778,85-966-1523
9898662,846403,commercial,12,18-09-2017,46,362,11-06-2018,517692,52254,Issie Cordeau,88-625-4524,59780,98-437-4101
9898663,622578,commercial,11,02-03-2018,26,953,02-10-2017,129242,52261,Obed Cotesford,78-743-4066,59810,79-717-2691
9898664,71398,auto,7,01-01-2018,36,270,08-03-2018,908489,52293,Margarette Heaven,72-666-3953,69832,47-824-6976
9898665,914141,commercial,12,07-06-2018,27,674,09-05-2018,785176,52330,Rafaela Gayne,94-114-5878,59832,85-746-9708
9898666,34158,home,12,13-07-2018,27,109,09-05-2018,1487070,52374,Thurston Wayon,07-184-7515,59833,77-194-8737
9898667,618075,personal,9,29-11-2017,60,679,09-12-2017,1236303,52400,Elfie Skull,35-038-7127,59842,70-156-3528
9898668,400547,personal,8,20-03-2018,13,195,09-03-2018,659189,52426,Kennan Grahamslaw,50-032-4888,59872,10-675-6699
9898669,202286,auto,12,20-10-2017,25,912,23-02-2018,1067736,52468,Karlyn Bettam,78-200-6603,59889,40-088-8887
9898670,860118,auto,7,16-12-2017,60,898,04-03-2018,314130,52493,Anatola Penrice,75-977-2893,59912,17-835-7967
9898671,861644,auto,11,06-11-2017,60,540,07-05-2018,984130,52508,Inger Lackeye,14-153-3898,59930,08-227-2496
9898672,759116,auto,12,26-07-2018,21,333,26-04-2018,1131406,62514,Neille Punter,22-192-3548,59947,44-016-9504
9898673,701640,education,11,26-06-2018,55,348,07-05-2018,1899818,52514,Melissa Eggleson,04-764-2380,59982,70-070-1955
9898674,512856,auto,10,31-03-2018,40,543,16-01-2018,1030852,52516,Robert Amsberger,01-024-6157,59993,05-051-3882
9898675,247286,auto,12,28-04-2018,34,234,14-12-2017,131959,52643,Biddy Ledwith,17-895-5428,50036,75-010-5658
9898676,793556,education,8,04-09-2017,54,380,19-07-2018,272681,52644,Morten Heathfield,05-178-1171,50049,44-214-8657
9898677,785314,auto,10,05-06-2018,14,908,28-03-2018,1869378,52645,Nick Allingham,37-359-5031,50061,00-568-6394
9898678,801471,commercial,9,30-05-2018,39,684,05-06-2018,103631,52657,Townsend Poundsford,51-601-7374,50069,74-488-6287
9898679,124318,home,8,13-04-2018,16,181,14-01-2018,1357069,52665,Elfrida Vernall,98-381-3089,50087,44-168-1592
9898680,664925,home,8,11-03-2018,12,636,14-02-2018,1262728,52682,Euell Dare,74-752-8568,50117,29-724-9242
9898681,878927,personal,7,19-11-2017,48,704,01-07-2018,605064,52709,Obadias Cready,16-047-1684,50138,83-675-5474
9898682,560275,personal,11,18-08-2017,60,300,27-06-2018,1918820,52733,Pier Blaksland,72-541-8527,50142,05-754-6677
9898683,481386,commercial,11,06-11-2017,27,526,13-03-2018,76872,52746,Jareb Bischop,55-930-4539,50179,66-191-1759
9898684,631357,education,12,17-06-2018,22,990,06-10-2017,1661353,52755,Pierce Lage,26-648-6988,50192,60-599-7747
9898685,921182,auto,7,26-12-2017,14,540,26-06-2018,1365886,52759,Chrissy Calafate,97-220-7373,50200,38-653-8511
9898686,989562,commercial,10,31-08-2017,38,462,05-10-2017,1055391,52814,Ric Meany,40-733-3520,50202,27-011-5389
9898687,28720,personal,11,25-07-2018,12,995,19-11-2017,1860171,52826,Gearalt Tilley,68-662-9008,50210,12-695-8464
9898688,973943,personal,6,01-05-2018,17,450,01-09-2017,270293,52837,Josias Harryman,68-292-9562,50217,51-777-3794
9898689,976440,commercial,9,19-12-2017,36,825,10-08-2017,1501551,52838,Cesare Kyne,94-536-2184,50223,55-742-4636
9898690,625318,personal,10,05-01-2018,56,860,29-06-2018,954196,52846,Carine Guise,45-964-2891,50226,36-454-7643
9898691,997812,auto,8,15-01-2018,13,292,27-06-2018,323304,52868,Ree Rolfe,96-084-9379,50236,89-763-8589
9898692,698861,home,12,26-11-2017,32,820,01-04-2018,211268,52873,Nellie Dicey,12-043-6580,50246,11-341-3860
9898693,606017,auto,9,30-06-2018,12,202,20-03-2018,302430,52889,Lucine Maty,48-710-1684,50256,55-918-9439
9898694,73300,auto,8,24-08-2017,15,437,24-06-2018,1562631,52902,Chicky Banks,78-160-8683,50265,52-598-4035
9898695,909395,personal,11,25-07-2018,49,416,07-04-2018,1891761,52904,Duncan Flett,10-795-0000,58872,13-501-4694
9898696,410293,auto,12,10-01-2018,56,238,07-05-2018,502350,52939,Norma Foch,01-410-1063,58873,96-735-0858
9898697,835533,auto,11,28-04-2018,21,699,16-03-2018,1462502,52948,Tallulah Cruft,22-869-4090,58881,99-559-8743
9898698,872808,education,9,20-07-2018,17,625,08-06-2018,1150998,52960,Norine Blackaller,96-754-0479,58908,65-430-6412
9898699,474616,auto,11,16-09-2017,19,279,15-12-2017,1400797,52981,Carolyn Wallbutton,83-227-0815,58926,42-122-9901
9898700,346685,commercial,9,07-05-2018,44,264,28-04-2018,407146,52986,Faythe Clearie,10-739-2023,58933,20-788-3192
9898701,383812,home,8,14-06-2018,54,227,02-09-2017,521944,53004,Dallon Gudge,37-985-6691,58945,36-086-2553
9898702,958308,commercial,9,19-07-2018,39,411,25-01-2018,1029068,53038,Britt Arrighi,37-565-8348,58975,76-932-7805
9898703,397893,personal,11,28-11-2017,43,763,01-01-2018,1275128,53044,Caitlin Kollach,37-537-8571,58984,95-438-0778
9898704,993773,education,12,01-04-2018,52,546,13-05-2018,944556,53049,Karlene Phateplace,80-038-3054,59030,30-352-0683
9898705,496026,home,11,15-04-2018,18,481,09-04-2018,208788,53055,Hercule Tinson,07-743-1181,59035,26-640-9631
9898706,137572,auto,9,10-07-2018,20,321,12-12-2017,940001,53087,Dani O'Neil,44-893-4474,59100,53-321-8982
9898707,824770,education,8,11-05-2018,38,738,27-04-2018,1037225,53096,Rosemary Tipling,81-361-5662,59120,43-952-0630
9898708,535170,commercial,6,30-05-2018,13,837,21-10-2017,1199551,53100,Rebekkah Romanet,67-953-8308,59202,49-269-7712
9898709,998165,commercial,9,17-05-2018,55,102,06-07-2018,672591,53137,Vince Skermer,95-826-4517,59216,71-701-4934
9898710,745972,personal,12,12-08-2017,53,613,03-05-2018,1125878,53155,Amalle MacIlraith,85-543-4111,59224,11-383-9610
9898711,375382,education,10,05-12-2017,40,853,19-01-2018,1492115,53170,Wynnie Badder,30-942-3535,59245,50-647-8160
9898712,610800,personal,6,31-05-2018,54,624,14-01-2018,1869308,53200,Jobie Seaton,47-330-0830,59246,13-793-7868
9898713,771791,education,9,15-03-2018,40,722,26-12-2017,1928540,53222,Stephi Onn,27-622-6994,59255,20-866-9770
9898714,655595,auto,12,01-11-2017,49,143,26-02-2018,1506504,53238,Erena Keunemann,47-449-9431,59327,47-628-3900
9898715,429183,home,11,15-03-2018,49,417,18-06-2018,1016335,63242,Renaud Kendrew,02-087-6969,59332,07-891-6933
9898716,182969,auto,8,12-11-2017,28,560,04-11-2017,1447553,53242,Raynor Andrasch,98-071-5153,59347,12-972-3966
9898717,196694,personal,10,30-04-2018,26,837,08-03-2018,1835133,53281,Sandy Wynrehame,12-787-5256,59412,98-676-1216
9898718,931937,home,7,18-08-2017,22,230,03-07-2018,139708,53291,Adorne Stoade,09-648-6782,59420,33-922-4938
9898719,981912,auto,8,30-12-2017,29,801,30-10-2017,1218343,53297,Ennis Hiscoe,69-669-9391,59438,63-271-0663
9898720,770605,home,6,11-04-2018,23,373,05-11-2017,1576747,53306,Juliet Relph,91-901-3515,59452,47-779-0412
9898721,271454,home,12,25-12-2017,37,143,14-06-2018,1438962,53312,Brannon Andryszczak,94-253-3093,69479,30-476-9343
9898722,808138,education,10,03-06-2018,49,183,07-06-2018,977854,53343,Celie Duggary,77-360-7388,59563,15-773-6113
9898723,382824,personal,7,11-06-2018,33,889,20-09-2017,1363408,53346,Cullin Giamuzzo,09-658-8394,69589,43-725-1333
9898724,765521,commercial,8,30-01-2018,14,119,30-01-2018,166201,53350,Jethro Ford,59-158-5158,59599,57-904-5266
9898725,951766,auto,8,14-04-2018,51,307,18-05-2018,1204177,53429,Hetti Bartczak,61-061-1517,59642,52-720-0096
9898726,974506,home,6,09-09-2017,48,971,29-04-2018,980468,53432,Sauveur Danzig,82-861-5210,59652,73-328-5352
9898727,723161,commercial,7,19-10-2017,27,202,25-10-2017,857422,53450,Sibylle Rigard,82-476-1039,59654,59-661-2077
9898728,634015,commercial,6,17-02-2018,59,831,17-03-2018,1331347,53456,Seymour Signoret,31-017-9385,59665,33-768-8042
9898729,92280,auto,7,04-08-2018,17,659,04-03-2018,591211,53466,Ileana Grundwater,05-688-2783,59708,00-341-9647
9898730,644662,auto,10,26-09-2017,45,789,15-12-2017,872261,53467,Dominick Ransfield,28-622-2150,59721,49-383-0430
9898731,603744,auto,12,05-12-2017,18,255,10-07-2018,1006856,53471,Enriqueta Quilliam,00-259-2408,59736,05-229-9808
9898732,183553,personal,7,31-08-2017,12,674,20-07-2018,1603276,53539,Emelina Whiskerd,16-526-8761,59743,15-891-1671
9898733,660802,personal,12,29-10-2017,32,993,26-09-2017,1247661,53565,Blinni Kilbey,32-756-1551,69757,03-437-8679
9898734,860386,auto,10,20-08-2017,31,834,23-04-2018,1099774,53634,Cati Bevens,70-165-3259,59759,16-764-9007
9898735,936759,home,8,24-07-2018,45,105,19-10-2017,658508,53638,Ingrim Hackley,73-394-5331,59778,85-966-1523
9898736,696358,commercial,10,09-03-2018,27,163,28-10-2017,291375,53648,Andonis Embleton,39-373-3498,59780,98-437-4101
9898737,707693,commercial,10,14-11-2017,30,719,26-03-2018,1131674,53653,Alfons Nester,84-379-7130,59810,79-717-2691
9898738,719960,home,12,19-11-2017,25,522,22-11-2017,1095782,53795,Gertrudis Hember,08-220-2786,69832,47-824-6976
9898739,375149,home,12,06-08-2017,23,923,27-09-2017,329898,53813,Cyndie Stonhewer,46-701-5659,59832,85-746-9708
9898740,247679,home,6,11-06-2018,24,860,10-10-2017,804864,53824,Quintin Autie,42-049-3158,59833,77-194-8737
9898741,575667,commercial,10,10-10-2017,47,913,19-01-2018,1296894,53847,Haydon Van der Hoven,05-363-7113,59842,70-156-3528
9898742,259227,auto,10,21-03-2018,37,418,28-09-2017,1961645,53867,Elena Penhall,77-729-8313,59872,10-675-6699
9898743,903691,personal,7,22-07-2018,40,783,22-03-2018,1134297,53899,Amaleta D'Ambrogi,43-483-4061,59889,40-088-8887
9898744,641680,education,9,24-07-2018,45,883,17-05-2018,880717,53901,Bili Landers,44-483-1987,59912,17-835-7967
9898745,933775,commercial,10,13-10-2017,47,664,07-03-2018,218665,53910,Rey Jellyman,57-292-0481,59930,08-227-2496
9898746,145222,education,8,12-04-2018,25,618,09-05-2018,1765026,53953,Brand Carnachen,41-773-7763,59947,44-016-9504
9898747,306947,home,8,23-04-2018,20,350,24-12-2017,1195493,53980,Regan Crockett,21-995-7254,59982,70-070-1955
9898748,40080,education,10,23-04-2018,38,597,26-07-2018,1290909,54027,Armin Metheringham,69-464-9623,59993,05-051-3882
9898749,351704,commercial,12,07-08-2017,20,255,09-05-2018,1136730,54028,Zea Dinsell,88-686-9465,50036,75-010-5658
9898750,191286,education,6,02-06-2018,27,633,05-01-2018,772115,54059,Lambert Welburn,22-936-2464,50049,44-214-8657
9898751,982861,education,11,06-06-2018,25,954,10-10-2017,1477097,54067,Kelly Keddle,25-286-6991,50061,00-568-6394
9898752,419905,home,7,20-03-2018,52,522,02-10-2017,728613,54082,Hallsy Freda,44-375-9848,50069,74-488-6287
9898753,977655,auto,11,10-03-2018,42,497,24-12-2017,319380,54102,Sigmund Mansford,92-757-7657,50087,44-168-1592
9898754,430345,commercial,10,13-09-2017,33,922,26-12-2017,337077,54109,Jared Wilber,74-928-1371,50117,29-724-9242
9898755,231039,home,9,16-12-2017,52,797,25-07-2018,1451005,54114,Kelsi Tourot,52-925-4365,50138,83-675-5474
9898756,383045,commercial,9,25-04-2018,35,505,02-01-2018,69161,54130,Deidre Ewert,78-343-7885,50142,05-754-6677
9898757,273183,personal,8,28-01-2018,43,678,19-01-2018,1154148,54176,Denna Kryska,44-227-8870,50179,66-191-1759
9898758,462094,personal,12,12-08-2017,52,800,16-06-2018,280703,54182,Shannan Yakov,31-638-0454,50192,60-599-7747
9898759,130421,home,8,26-12-2017,59,893,15-10-2017,930782,54193,Greg Hawlgarth,00-093-7015,50200,38-653-8511
9898760,569204,personal,9,23-10-2017,30,877,18-03-2018,837412,54201,Rivkah Hanway,15-136-6342,50202,27-011-5389
9898761,742850,personal,7,05-01-2018,43,226,10-05-2018,544266,54211,Jori Balaizot,74-888-9146,50210,12-695-8464
9898762,285734,auto,8,30-11-2017,54,380,20-03-2018,1716565,64246,Onida MacFadyen,89-924-3140,50217,51-777-3794
9898763,24872,auto,11,03-11-2017,26,309,09-01-2018,1743028,54256,Ardys Purcell,79-750-2286,50223,55-742-4636
9898764,64963,home,9,02-09-2017,47,370,09-10-2017,1918070,54285,Ophelia Brosini,21-254-6209,50226,36-454-7643
9898765,379239,education,7,27-05-2018,16,617,23-06-2018,1883313,54305,Giustina Legister,17-724-7420,50236,89-763-8589
9898766,948507,auto,10,07-07-2018,16,489,07-06-2018,176774,54371,Martin MacAllister,71-441-8662,50246,11-341-3860
9898767,376801,auto,9,09-08-2017,58,518,15-06-2018,291131,54372,Ellswerth Terbrugge,36-588-7736,50256,55-918-9439
9898768,778362,auto,8,17-10-2017,37,219,26-01-2018,1277417,54403,Callie Paulon,82-076-4925,50265,52-598-4035
9898769,286072,home,6,27-05-2018,29,378,22-06-2018,550689,54417,Iver Leyland,22-815-2896,58872,13-501-4694
9898770,902299,personal,6,22-11-2017,24,859,15-09-2017,1162951,54419,Nady Bolland,13-057-3485,58873,96-735-0858
9898771,993781,auto,9,26-03-2018,29,595,04-10-2017,438382,54442,Cobby Copas,93-019-5961,58881,99-559-8743
9898772,845044,commercial,9,07-06-2018,56,524,06-03-2018,582744,54445,Margot Fomichyov,54-633-6719,58908,65-430-6412
9898773,344613,commercial,6,15-09-2017,51,546,26-12-2017,1388800,54451,Gabe Danskine,97-103-9440,58926,42-122-9901
9898774,506376,personal,6,03-11-2017,53,906,18-01-2018,1367918,54459,Iago Tomashov,66-036-0019,58933,20-788-3192
9898775,111631,personal,11,16-07-2018,15,921,10-06-2018,666222,54467,Amble Penfold,92-507-7417,58945,36-086-2553
9898776,308382,personal,7,07-12-2017,54,563,07-04-2018,85577,54473,Libbie Lofthouse,88-875-6081,58975,76-932-7805
9898777,17245,auto,6,18-09-2017,48,213,19-10-2017,559986,64481,Darcie Kingsworth,97-721-4762,58984,95-438-0778
9898778,445315,home,9,28-06-2018,45,482,07-04-2018,95836,54481,Lynne Dingley,38-154-4866,59030,30-352-0683
9898779,249393,commercial,12,13-03-2018,33,609,24-03-2018,1136966,54484,Bryant Elson,33-784-2476,59035,26-640-9631
9898780,154983,personal,11,24-01-2018,30,760,18-11-2017,626094,54501,Rosy Vokes,46-613-1035,59100,53-321-8982
9898781,962454,auto,12,19-03-2018,26,175,14-08-2017,1728055,54527,Dorree Giral,98-872-2254,59120,43-952-0630
9898782,134752,home,12,09-08-2017,32,165,08-02-2018,258279,54566,Zorah Bindin,08-093-4198,59202,49-269-7712
9898783,764228,personal,12,14-01-2018,56,793,20-11-2017,1323192,54575,Idalina Ellins,23-461-6868,59216,71-701-4934
9898784,484536,commercial,8,31-12-2017,38,375,24-10-2017,928356,54618,Valle Roundtree,42-501-5200,59224,11-383-9610
9898785,404006,education,9,12-11-2017,24,277,01-02-2018,1453784,54624,Sollie Paolinelli,55-066-9272,59245,50-647-8160
9898786,76092,education,8,10-02-2018,35,106,25-04-2018,1004874,54655,Calla Large,32-520-8431,59246,13-793-7868
9898787,410412,education,9,21-05-2018,28,889,28-03-2018,588913,54687,Almeda Rizzardi,66-017-9658,59255,20-866-9770
9898788,792741,commercial,8,13-09-2017,16,264,09-07-2018,1610693,54694,Roseann Royall,33-670-2057,59327,47-628-3900
9898789,67398,personal,12,17-12-2017,52,653,20-08-2017,1544300,54702,Perceval Itzhaki,79-114-1683,59332,07-891-6933
9898790,89806,personal,12,23-07-2018,50,254,29-12-2017,1642116,54710,Clair Severns,93-903-1708,59347,12-972-3966
9898791,76204,education,12,03-10-2017,40,229,23-04-2018,561925,54711,Jordain Levington,10-390-4615,59412,98-676-1216
9898792,414191,auto,8,04-11-2017,45,166,02-07-2018,1338719,54722,Borden Nairns,31-345-9228,59420,33-922-4938
9898793,882325,auto,6,10-09-2017,60,867,03-09-2017,92007,54738,Teena Budleigh,39-298-4753,59438,63-271-0663
9898794,844138,personal,10,12-06-2018,53,694,23-06-2018,1725475,54786,Mame Stearnes,13-284-9316,59452,47-779-0412
9898795,954344,home,12,15-03-2018,38,251,22-12-2017,380348,54817,Karia Blackbrough,39-396-2761,69479,30-476-9343
9898796,578357,personal,9,13-02-2018,33,188,18-03-2018,838725,54829,Nissy Matejovsky,36-317-6975,59563,15-773-6113
9898797,329102,home,11,19-05-2018,51,934,21-11-2017,1527164,54832,Roxy Lafranconi,96-225-7324,69589,43-725-1333
9898798,83608,commercial,6,11-08-2017,51,182,05-12-2017,618684,54839,Cathrine Ghion,76-795-6941,59599,57-904-5266
9898799,954254,commercial,11,16-11-2017,14,641,12-11-2017,1055984,54882,Amandi Ladlow,10-330-5777,59642,52-720-0096
9898800,821130,personal,8,11-05-2018,41,723,13-05-2018,1079992,54884,Cassandry Shergold,82-604-2563,59652,73-328-5352
9898801,358492,commercial,9,30-08-2017,48,230,08-03-2018,1873519,54887,Polly Bruckstein,85-782-0645,59654,59-661-2077
9898802,128658,personal,6,07-06-2018,38,447,02-10-2017,65805,54907,Peggi Nossent,32-152-1194,59665,33-768-8042
9898803,278560,auto,10,30-07-2018,14,608,06-01-2018,1740994,54952,Alberto Heigl,78-962-7576,59708,00-341-9647
9898804,601035,personal,12,09-06-2018,13,373,24-07-2018,1812448,54956,Rey Sattin,88-843-0764,59721,49-383-0430
9898805,312204,commercial,7,18-03-2018,50,419,21-12-2017,507929,54959,Evelyn Jankovic,25-277-6917,59736,05-229-9808
9898806,331048,home,12,19-05-2018,34,830,25-01-2018,496834,55003,Clem Bondley,94-864-0172,59743,15-891-1671
9898807,643855,commercial,7,12-01-2018,19,182,17-01-2018,174067,55068,Babbie Laxon,95-183-4106,69757,03-437-8679
9898808,678424,personal,7,13-01-2018,37,345,02-05-2018,585198,65102,Solly Biasini,89-542-9530,59759,16-764-9007
9898809,869118,home,7,19-01-2018,48,752,01-05-2018,63889,55117,Hilly Atack,26-935-3953,59778,85-966-1523
9898810,320722,auto,12,10-09-2017,32,698,10-08-2017,1499057,65118,Chet Alker,42-332-3240,59780,98-437-4101
9898811,180209,auto,6,15-02-2018,46,580,27-02-2018,1077650,55154,Peadar Gerdes,51-516-3788,59810,79-717-2691
9898812,96237,personal,9,21-11-2017,21,302,20-04-2018,250330,55161,Garnet Cobbald,53-043-1785,69832,47-824-6976
9898813,23246,home,8,03-01-2018,28,551,30-10-2017,1232507,65214,Jaime Twine,80-090-5992,59832,85-746-9708
9898814,29131,personal,10,17-03-2018,12,827,26-09-2017,62068,55214,Ber Gosnall,12-244-4261,59833,77-194-8737
9898815,638961,personal,8,28-10-2017,56,361,31-03-2018,1695808,55236,Adriana Woosnam,49-648-2155,59842,70-156-3528
9898816,235722,home,11,19-10-2017,22,818,16-08-2017,419564,55253,Leda Wigzell,26-574-5289,59872,10-675-6699
9898817,970225,home,11,30-11-2017,38,328,10-11-2017,142779,55255,Tudor Learmonth,32-261-9959,59889,40-088-8887
9898818,235980,commercial,6,05-06-2018,56,534,10-11-2017,1112149,55259,Bogey Pepperrall,32-805-8326,59912,17-835-7967
9898819,487247,commercial,11,03-10-2017,33,927,15-02-2018,492494,65290,Leo Loy,69-001-8531,59930,08-227-2496
9898820,221519,home,7,10-12-2017,55,461,25-07-2018,1262964,55290,Jasper Moult,66-548-3031,59947,44-016-9504
9898821,770097,commercial,8,10-09-2017,12,182,16-04-2018,1663459,55302,Vania Peppin,64-281-8234,59982,70-070-1955
9898822,550360,education,9,30-08-2017,43,590,22-12-2017,1409172,55304,Eleni Killford,27-202-7049,59993,05-051-3882
9898823,478543,home,11,17-11-2017,46,198,15-12-2017,1279247,55307,Brear Mullarkey,65-242-6511,50036,75-010-5658
9898824,988637,home,12,22-10-2017,37,626,18-08-2017,353272,55313,Joanne Blabie,30-953-1520,50049,44-214-8657
9898825,255290,auto,9,27-09-2017,30,232,14-10-2017,1016748,55332,Jade Everson,30-490-2595,50061,00-568-6394
9898826,212947,personal,10,25-12-2017,55,249,09-12-2017,1301701,55341,Gayel Fairnie,31-794-7084,50069,74-488-6287
9898827,466240,education,10,02-09-2017,35,558,03-04-2018,110954,55353,Carita Safell,77-894-1045,50087,44-168-1592
9898828,941153,education,9,03-10-2017,44,454,18-03-2018,734514,55365,Wilt Pimblott,78-560-4933,50117,29-724-9242
9898829,10690,home,7,26-02-2018,14,515,24-12-2017,405809,55370,Rickie O'Donohue,08-828-9979,50138,83-675-5474
9898830,615688,education,9,11-07-2018,15,299,21-05-2018,1832629,55411,Suzi Kettel,23-708-6417,50142,05-754-6677
9898831,738278,home,11,17-05-2018,31,791,14-08-2017,274788,55423,Ingunna Vel,52-716-2117,50179,66-191-1759
9898832,107102,auto,7,09-04-2018,35,241,02-12-2017,1252340,55447,Ahmed Fihelly,98-460-2810,50192,60-599-7747
9898833,433257,personal,7,06-05-2018,41,231,13-05-2018,969355,55460,Orion Bartali,50-828-9033,50200,38-653-8511
9898834,216806,education,10,02-08-2018,36,721,26-11-2017,576972,55464,Marlo Rude,28-281-2101,50202,27-011-5389
9898835,233130,personal,7,20-04-2018,49,178,30-11-2017,1374849,55496,Halsey Ethridge,38-183-3559,50210,12-695-8464
9898836,174506,home,8,01-01-2018,35,150,30-10-2017,904139,55506,Pascal Haskur,31-219-8015,50217,51-777-3794
9898837,480439,auto,6,07-11-2017,23,109,06-05-2018,399125,55555,Charita Bento,97-027-1818,50223,55-742-4636
9898838,476884,education,10,26-12-2017,31,693,10-09-2017,1125600,55578,Leigha Slyford,35-388-7412,50226,36-454-7643
9898839,957384,personal,12,16-06-2018,55,182,01-01-2018,1287694,55618,Lynnet Rundall,19-524-9475,50236,89-763-8589
9898840,368327,personal,12,23-05-2018,23,121,06-10-2017,324906,55641,Cinderella Oldfield-Cherry,11-461-6817,50246,11-341-3860
9898841,67305,auto,10,18-05-2018,35,474,23-06-2018,1460042,55648,Dela Jones,14-952-0504,50256,55-918-9439
9898842,590457,auto,12,10-06-2018,44,165,18-02-2018,1315885,65653,Sax Banck,54-271-2253,50265,52-598-4035
9898843,892826,education,9,12-09-2017,26,491,03-08-2018,661202,55671,Mariska Lux,01-689-6267,58872,13-501-4694
9898844,295551,auto,7,13-04-2018,34,822,21-11-2017,1952777,55678,Bertine Whiskin,14-519-9595,58873,96-735-0858
9898845,657197,auto,7,12-10-2017,31,289,03-06-2018,1765448,55686,Reeva Bruty,18-450-4346,58881,99-559-8743
9898846,916502,education,9,30-12-2017,20,883,27-01-2018,1055452,55707,Marylou Kenwood,16-913-0931,58908,65-430-6412
9898847,556378,commercial,6,30-08-2017,39,345,18-10-2017,247239,55714,Leo Whitley,13-921-9513,58926,42-122-9901
9898848,874766,education,7,15-05-2018,59,606,12-10-2017,402789,55830,Killian Earles,95-217-9722,58933,20-788-3192
9898849,143840,home,12,18-02-2018,57,781,28-06-2018,623288,55852,Jemmy Assaf,79-648-8291,58945,36-086-2553
9898850,288281,auto,8,23-01-2018,28,267,16-01-2018,516523,55878,Devlin Enstone,02-315-2294,58975,76-932-7805
9898851,573049,personal,7,30-01-2018,17,119,20-09-2017,1244122,55899,Georgiana Tointon,41-141-0481,58984,95-438-0778
9898852,224320,auto,7,11-05-2018,19,756,25-05-2018,721807,55908,Chip Churchouse,72-196-3257,59030,30-352-0683
9898853,19967,education,11,29-03-2018,33,928,20-04-2018,1252159,55953,Lulu Fasler,76-002-1694,59035,26-640-9631
9898854,868657,education,6,05-02-2018,16,565,05-06-2018,1009516,55976,Kare Deplacido,76-303-1791,59100,53-321-8982
9898855,339190,personal,6,24-10-2017,34,123,17-01-2018,90589,55995,Patsy Wollrauch,61-311-9793,59120,43-952-0630
9898856,122541,personal,8,17-09-2017,60,389,18-10-2017,1582758,56004,Happy Toulamain,89-991-1309,59202,49-269-7712
9898857,400213,home,10,21-05-2018,26,335,15-03-2018,1259675,56008,Kaela Tratton,60-979-3524,59216,71-701-4934
9898858,79500,auto,12,08-03-2018,39,841,07-07-2018,469678,56021,Clim Cudbird,25-992-6581,59224,11-383-9610
9898859,164858,commercial,7,03-09-2017,37,984,14-09-2017,1944282,56051,Mervin Preston,79-062-3100,59245,50-647-8160
9898860,607202,commercial,10,02-08-2018,22,388,08-03-2018,1674661,66059,Ronni O'Moylane,25-014-0106,59246,13-793-7868
9898861,419572,education,12,08-01-2018,14,478,20-08-2017,708070,56078,Luis Raffels,39-338-3914,59255,20-866-9770
9898862,853150,education,11,17-10-2017,50,282,11-12-2017,419258,56081,Guido Vasyutochkin,80-997-2537,59327,47-628-3900
9898863,560433,personal,7,17-04-2018,16,160,09-12-2017,1036272,56083,Harlin Hanway,84-818-5002,59332,07-891-6933
9898864,36207,commercial,12,30-01-2018,22,100,28-04-2018,655829,56095,Randee Aleksandrikin,66-573-8009,59347,12-972-3966
9898865,117392,personal,12,21-12-2017,32,612,18-04-2018,1761808,56099,Sandy Shiliton,88-972-0763,59412,98-676-1216
9898866,857990,education,12,19-09-2017,44,729,17-05-2018,180718,56119,Obie Drover,61-207-0693,59420,33-922-4938
