3313785,10-06-2021,FALSE,65197,diners-club-carte-blanche,luctus cum,,54039,Michele Bozier,,70-515-9169,primary,3566
3313786,02-10-2020,TRUE,65697,switch,vestibulum ante,,54070,Bryanty Vasser,,38-618-5629,primary,3567
3313787,26-08-2018,FALSE,99818,diners-club-enroute,quis odio consequat,,54074,Ciel Benge,,32-837-5995,primary,3568
3313788,16-01-2019,FALSE,73227,jcb,lobortis est phasellus,,54101,Zarah Rickerby,,16-870-4326,primary,3569
3313789,28-05-2020,FALSE,80165,switch,erat volutpat in congue,,54104,Hendrik Flaxon,,92-163-4490,primary,3570
3313790,06-03-2020,FALSE,96534,jcb,congue diam,,54125,Elianora Thickin,,87-152-4293,primary,3571
3313791,26-01-2022,TRUE,65589,switch,pede justo eu,,54126,Kora Chatters,,11-551-3226,primary,3572
3313792,08-03-2021,FALSE,93507,switch,ipsum primis in faucibus,,64193,Ignace Reichardt,,87-736-6306,primary,3573
3313793,21-11-2019,FALSE,57023,jcb,luctus nec molestie,,54216,Loraine Lanphere,,47-527-7040,primary,3574
3313794,21-01-2022,TRUE,55977,instapayment,consequat morbi,,54228,Baillie Trotton,,49-281-0472,primary,3575
3313795,25-01-2020,FALSE,95684,china-unionpay,etiam faucibus cursus urna,,54241,Ernesta Gatsby,,24-556-3784,primary,3576
3313796,27-06-2021,FALSE,74889,diners-club-us-ca,nam tristique tortor,,54246,Leonidas Korneichuk,,16-661-0634,primary,3577
3313797,07-05-2021,FALSE,99946,jcb,ultrices erat tortor,,54249,Martica Banfield,,58-720-1808,primary,3578
3313798,09-07-2021,TRUE,54474,maestro,suspendisse accumsan tortor quis,,54291,Brittne Boshell,,55-049-4796,primary,3579
3313799,31-01-2020,TRUE,55840,maestro,sapien placerat ante nulla,,54355,Coleman Ing,,61-615-9417,primary,3580
3313800,26-05-2020,TRUE,81541,jcb,parturient montes nascetur,,54384,Magdalena Boanas,,51-402-9442,primary,3581
3313801,08-11-2021,TRUE,99612,laser,non quam nec,,64419,Alanson Firman,,63-192-3525,primary,3582
3313802,26-04-2020,TRUE,64514,laser,at nibh,,54549,Garey Geany,,16-636-4060,primary,3583
3313803,14-02-2022,TRUE,67506,bankcard,proin eu,,54584,Joey McGuckin,,93-518-1442,primary,3584
3313804,09-08-2018,TRUE,82301,jcb,lorem ipsum dolor,,54608,Jeramie Llewelly,,60-509-5358,primary,3585
3313805,09-06-2019,TRUE,70976,visa-electron,lobortis est phasellus sit,,54638,Happy Metherell,,14-150-2549,primary,3586
3313806,20-04-2021,TRUE,59234,jcb,consequat metus sapien ut,,54709,Delmor Saby,,68-106-8704,primary,3587
3313807,05-03-2021,FALSE,88961,jcb,tincidunt eu,,54778,Addy Houchin,,05-564-7409,primary,3588
3313808,05-12-2020,TRUE,65085,visa-electron,vestibulum eget,,54792,Iorgos Allard,,21-367-2334,primary,3589
3313809,29-01-2022,TRUE,92420,diners-club-enroute,nulla eget eros elementum,,54805,Palm Crewes,,38-869-3040,primary,3590
3313810,19-05-2021,FALSE,69387,visa,nec condimentum,,54814,Matthaeus Gertz,,54-993-4026,primary,3591
3313811,07-07-2019,TRUE,75092,diners-club-enroute,malesuada in,,54870,Griffith Romayn,,16-291-1953,primary,3592
3313812,20-05-2019,TRUE,52430,visa-electron,etiam vel,,54903,Ame Steventon,,39-400-7420,primary,3593
3313813,01-08-2020,TRUE,59425,visa-electron,eget massa,,54926,Haroun Lain,,87-719-0607,primary,3594
3313814,23-06-2022,TRUE,74034,switch,sit amet,,54938,Saidee Jocelyn,,06-095-3758,primary,3595
3313815,13-10-2019,TRUE,79694,jcb,auctor sed tristique,,54951,Gibb Nottram,,69-894-7417,primary,3596
3313816,24-01-2019,FALSE,57811,instapayment,mauris non,,54970,Alden Aggus,,96-851-0930,primary,3597
3313817,28-03-2022,FALSE,97702,china-unionpay,purus aliquet,,54980,Merci Deare,,27-498-7847,primary,3598
3313818,22-02-2019,TRUE,99418,visa-electron,dolor quis odio,,55034,Josselyn Labusch,,69-104-8246,primary,3599
3313819,18-02-2021,FALSE,73419,laser,ac leo pellentesque ultrices,,55044,Sanford Canniffe,,47-581-0586,primary,3600
3313820,08-05-2022,FALSE,53917,visa,libero non,,55093,Magnum Skittrall,,31-379-0786,primary,3601
3313821,02-02-2022,TRUE,78300,mastercard,potenti in eleifend,,55102,Carlyn Platfoot,,17-723-1192,primary,3602
3313822,12-12-2018,FALSE,78488,solo,ultrices posuere cubilia,,55103,Renata Pinchin,,87-126-7550,primary,3603
3313823,29-09-2019,TRUE,50373,jcb,sem fusce,,55118,Pincus Reston,,94-029-9226,primary,3604
3313824,01-02-2020,FALSE,61624,jcb,lectus pellentesque,,55123,Murry Cuffe,,94-835-7853,primary,3605
3313825,10-07-2022,TRUE,60195,jcb,nisi eu orci,,55134,Raynor Stickney,,14-131-9751,primary,3606
3313826,24-02-2019,TRUE,53989,jcb,quam pede,,55165,Dorthea Leitch,,26-762-3518,primary,3607
3313827,12-09-2019,TRUE,98637,jcb,odio odio elementum,,55183,Doloritas Irvine,,41-590-9742,primary,3608
3313828,07-07-2022,TRUE,59962,laser,mi nulla ac,,55186,Jaymie Budget,,67-862-7591,primary,3609
3313829,28-02-2021,TRUE,99968,jcb,nulla quisque arcu,,55188,Ezekiel Dempsey,,56-413-4469,primary,3610
3313830,24-11-2021,TRUE,77507,laser,tincidunt in,,55197,Lynnea Bennis,,95-591-9460,primary,3611
3313831,01-09-2020,FALSE,81603,jcb,pharetra magna,,55209,Lock Worstall,,96-001-3956,primary,3612
3313832,14-06-2022,TRUE,58204,jcb,in leo,,55218,Adelice Masden,,67-174-4140,primary,3613
3313833,28-10-2020,FALSE,73520,mastercard,vivamus vel nulla eget,,55224,Salvatore Fritter,,30-710-9540,primary,3614
3313834,30-08-2020,TRUE,79586,maestro,cubilia curae,,55260,Valentino Gudeman,,86-968-1311,primary,3615
3313835,27-05-2020,FALSE,99119,jcb,quis orci,,55263,Jada Sayers,,39-448-2361,primary,3616
3313836,24-02-2021,TRUE,60138,jcb,vestibulum sit,,55270,Myrna Kershaw,,17-934-1202,primary,3617
3313837,24-07-2019,FALSE,52088,visa,pellentesque eget,,55282,Kristen Houchin,,88-799-2466,primary,3618
3313838,14-12-2021,TRUE,67152,jcb,purus aliquet at feugiat,,55296,Laural Furmage,,75-025-9343,primary,3619
3313839,15-03-2020,FALSE,71549,maestro,amet justo morbi,,55312,Loria Attril,,94-509-9174,primary,3620
3313840,11-12-2018,TRUE,56975,jcb,molestie lorem quisque ut,,55326,Irina Plesing,,04-917-5729,primary,3621
3313841,18-03-2022,TRUE,50055,jcb,massa id,,55345,Felicle Pape,,08-978-4757,primary,3622
3313842,07-04-2021,TRUE,66566,jcb,blandit non interdum,,55386,Charil Thor,,13-326-5453,primary,3623
3313843,27-11-2018,TRUE,86241,jcb,quam nec dui,,55403,Magdalen Rosenschein,,38-368-1289,primary,3624
3313844,20-07-2019,TRUE,69400,visa,cubilia curae,,55494,Doreen Meardon,,88-112-5792,primary,3625
3313845,12-09-2021,TRUE,73645,jcb,est et tempus semper,,55599,Sheela Milham,,30-619-0377,primary,3626
3313846,15-09-2018,TRUE,80810,maestro,quis libero nullam,,55619,Barbara-anne McLeoid,,80-083-8741,primary,3627
3313847,26-09-2020,TRUE,68087,jcb,amet eros suspendisse,,55646,Shurlock Rodenburg,,38-613-8077,primary,3628
3313848,27-10-2020,FALSE,73885,china-unionpay,ipsum dolor sit,,65648,Bentley Swanton,,87-054-2337,primary,3629
3313849,13-11-2018,FALSE,59223,mastercard,metus aenean fermentum donec,,55653,Denice McDade,,06-705-3857,primary,3630
3313850,29-10-2021,FALSE,53593,jcb,diam neque,,55677,Dona Selbach,,91-845-6695,primary,3631
3313851,29-12-2021,FALSE,90858,jcb,eleifend quam a,,55706,Jakie Curner,,65-149-8291,primary,3632
3313852,30-12-2019,TRUE,61899,americanexpress,non ligula pellentesque,,55722,Salomi Fines,,58-515-9562,primary,3633
3313853,18-01-2021,TRUE,72268,mastercard,ut erat,,55736,Calla Tarrant,,33-058-1218,primary,3634
3313854,12-04-2021,FALSE,88182,americanexpress,ac tellus semper interdum,,55757,Coleen Leynagh,,53-949-0402,primary,3635
3313855,06-02-2022,TRUE,92611,jcb,ipsum primis in,,55812,Clevie Knight,,49-873-6838,primary,3636
3313856,01-09-2021,TRUE,68344,jcb,phasellus in,,55823,Jemimah Jailler,,11-108-7257,primary,3637
3313857,26-04-2020,FALSE,61776,jcb,venenatis tristique fusce congue,,55837,Christi Quixley,,32-807-7542,primary,3638
3313858,29-06-2021,FALSE,51902,bankcard,ut suscipit a feugiat,,55865,Claresta Ridgley,,80-594-7376,primary,3639
3313859,25-08-2018,FALSE,70420,maestro,mauris eget,,55913,Norrie Quenell,,08-401-6284,primary,3640
3313860,31-12-2018,TRUE,98570,visa-electron,neque sapien placerat ante,,55921,Gregoire McMeyler,,38-176-4229,primary,3641
3313861,23-01-2021,TRUE,85714,maestro,varius integer,,55966,Reggy Gager,,78-615-6156,primary,3642
3313862,25-09-2020,TRUE,82349,visa,quam a odio in,,56005,Hyman Falkinder,,48-118-8664,primary,3643
3313863,19-06-2022,TRUE,95132,mastercard,nulla integer pede justo,,56035,Janine Jaimez,,56-368-4586,primary,3644
3313864,09-07-2021,FALSE,85682,diners-club-enroute,at lorem integer tincidunt,,56036,Aryn Warsap,,31-563-5601,primary,3645
3313865,22-11-2020,FALSE,71076,mastercard,amet nulla,,56059,Hermy Barles,,83-718-6520,primary,3646
3313866,19-06-2019,TRUE,70296,maestro,neque vestibulum eget,,56067,Colan Rainger,,37-921-0511,primary,3647
3313867,08-04-2021,FALSE,71613,jcb,augue luctus,,66078,Roman Pickersgill,,64-942-3126,primary,3648
3313868,12-09-2018,TRUE,90583,diners-club-international,sapien cursus vestibulum proin,,56085,Tonie Evesque,,00-181-0525,primary,3649
3313869,13-03-2020,FALSE,53581,maestro,sapien placerat ante nulla,,56088,Cathrine Chugg,,87-870-2231,primary,3650
3313870,05-01-2021,FALSE,89976,jcb,ac nulla sed,,56102,Ange Southerill,,59-036-6183,primary,3651
3313871,15-02-2019,TRUE,91303,china-unionpay,urna pretium,,56108,Chickie Buye,,77-679-4436,primary,3652
3313872,22-02-2022,FALSE,65411,mastercard,dolor vel est,,56148,Greta Willgress,,41-390-6702,primary,3653
3313873,28-05-2019,FALSE,86690,visa-electron,platea dictumst maecenas ut,,56207,Caressa Bulmer,,08-400-1145,primary,3654
3313874,17-05-2019,FALSE,68670,visa,nulla elit,,56211,Martelle Jessett,,31-172-5559,primary,3655
3313875,11-02-2019,FALSE,58306,jcb,duis aliquam convallis nunc,,56239,Anneliese Limprecht,,30-480-6795,primary,3656
3313876,01-02-2022,FALSE,73152,jcb,donec pharetra magna,,56245,Teddy Rosel,,89-214-0602,primary,3657
3313877,09-11-2021,TRUE,91960,jcb,sed vestibulum sit,,56279,Reed Pollendine,,29-015-2008,primary,3658
3313878,04-07-2021,FALSE,72287,visa-electron,blandit nam nulla,,56297,Mil Bree,,17-525-8404,primary,3659
3313879,06-01-2022,FALSE,87343,jcb,eu massa,,56315,Murray Hoodlass,,18-178-6280,primary,3660
3313880,07-11-2021,TRUE,78115,switch,ligula nec sem,,56320,Shannon Betho,,42-886-5733,primary,3661
3313881,10-03-2021,TRUE,70452,visa-electron,suscipit a feugiat et,,56327,Livia Llewellen,,07-034-7786,primary,3662
3313882,19-11-2020,TRUE,59479,jcb,ante vel ipsum,,56411,Inga Mumberson,,92-980-3696,primary,3663
3313883,12-03-2020,TRUE,54831,jcb,sed interdum venenatis turpis,,56412,Burk Shade,,01-701-4745,primary,3664
3313884,20-12-2020,FALSE,95788,jcb,ac nulla,,56416,Gnni de Grey,,78-766-3800,primary,3665
3313885,31-10-2018,TRUE,91635,diners-club-enroute,congue eget,,66421,Orelia Paulig,,09-061-5311,primary,3666
3313886,27-09-2021,TRUE,97777,jcb,quisque ut erat,,56421,Patti Volante,,74-686-9494,primary,3667
3313887,07-01-2021,TRUE,50707,jcb,at nibh in hac,,56423,Zuzana Coggan,,16-104-8163,primary,3668
3313888,15-07-2020,TRUE,92943,solo,cras in purus,,56439,Winona Giovannacci,,96-536-4204,primary,3669
3313889,14-08-2018,FALSE,80976,maestro,ultrices enim,,56454,Melonie Huxham,,89-238-2951,primary,3670
3313890,03-02-2020,TRUE,80748,mastercard,sit amet nunc,,56459,Deane Cousen,,75-535-0133,primary,3671
3313891,24-06-2021,FALSE,77983,switch,nisi volutpat eleifend,,56463,Bibi Scorah,,72-744-8428,primary,3672
3313892,10-09-2021,FALSE,73195,laser,felis sed lacus morbi,,56485,Katerine Bank,,10-139-4899,primary,3673
3313893,05-02-2021,TRUE,63758,americanexpress,et ultrices,,56490,Anne-marie Duffin,,57-838-1452,primary,3674
3313894,11-10-2021,FALSE,85549,jcb,orci luctus,,56516,Simonette Bras,,87-060-0529,primary,3675
3313895,09-12-2020,FALSE,75789,jcb,blandit non,,56544,Mariellen Fitzroy,,00-378-6275,primary,3676
3313896,08-04-2020,FALSE,89125,jcb,volutpat in congue,,56610,Mel Evangelinos,,55-907-6138,primary,3677
3313897,27-08-2021,TRUE,74212,diners-club-carte-blanche,aliquam augue quam sollicitudin,,56621,Vincent Melloi,,67-296-1109,primary,3678
3313898,15-12-2021,FALSE,63330,jcb,quis orci,,56628,Kerrie Collip,,66-014-1130,primary,3679
3313899,11-07-2021,FALSE,53492,jcb,commodo placerat,,56633,Penn Tale,,74-842-6795,primary,3680
3313900,08-09-2019,TRUE,96827,jcb,lacinia sapien quis libero,,56642,Effie O' Bee,,95-648-4021,primary,3681
3313901,29-06-2019,FALSE,87594,laser,sapien urna pretium nisl,,56646,Christine Assel,,43-199-4227,primary,3682
3313902,25-10-2018,FALSE,66179,diners-club-enroute,condimentum neque sapien,,56700,Candra Knibb,,12-010-8659,primary,3683
3313903,01-06-2022,FALSE,61918,americanexpress,sapien cum,,56718,Willetta Kubalek,,44-656-2496,primary,3684
3313904,11-10-2021,TRUE,83721,jcb,phasellus sit,,56720,Krisha Salisbury,,51-202-7397,primary,3685
3313905,01-12-2018,TRUE,99658,jcb,pede morbi,,56748,Mikael Burchett,,07-333-6866,primary,3686
3313906,04-09-2020,FALSE,71737,americanexpress,eu sapien,,56765,Pippy Adamowitz,,73-664-5018,primary,3687
3313907,09-05-2021,FALSE,65901,jcb,ligula in,,56791,Konrad Burchnall,,29-728-9043,primary,3688
3313908,13-10-2020,FALSE,86954,jcb,venenatis non sodales,,56798,Wendall Tapenden,,91-396-6375,primary,3689
3313909,26-01-2022,TRUE,64417,diners-club-carte-blanche,non sodales sed,,56824,Richmound Tayloe,,37-020-3422,primary,3690
3313910,25-12-2020,TRUE,92131,jcb,dignissim vestibulum,,56877,Chane Gotcher,,34-928-0671,primary,3691
3313911,26-07-2019,TRUE,86433,maestro,etiam justo,,56894,Zea Van der Daal,,31-125-0201,primary,3692
3313912,19-03-2021,FALSE,56993,visa-electron,quis orci eget,,56911,Rube Olyfat,,44-960-7477,primary,3693
3313913,20-11-2019,TRUE,73102,laser,donec odio,,56914,Justina Posten,,02-231-8255,primary,3694
3313914,20-09-2018,TRUE,65983,jcb,non ligula pellentesque ultrices,,56923,Erinna Aujean,,06-594-7255,primary,3695
3313915,03-10-2021,FALSE,56664,jcb,vestibulum vestibulum ante ipsum,,56929,Shandeigh Dugan,,51-512-2413,primary,3696
3313916,16-05-2022,TRUE,92586,switch,morbi a,,56934,Roanna Parnby,,18-405-2250,primary,3697
3313917,25-09-2019,FALSE,65588,diners-club-enroute,potenti in eleifend,,56953,Ediva Mucklow,,03-172-1251,primary,3698
3313918,21-09-2021,FALSE,51844,bankcard,suspendisse potenti nullam porttitor,,56974,Brittni Dighton,,94-654-5562,primary,3699
3313919,16-03-2020,TRUE,58010,switch,blandit mi in,,56982,Wendall Gurnay,,40-834-5459,primary,3700
3313920,01-09-2019,TRUE,95003,jcb,libero quis orci nullam,,57003,Kessia Barefoot,,63-662-9313,primary,3701
3313921,03-07-2019,TRUE,61290,jcb,nunc viverra dapibus,,57044,Ellynn Grimbaldeston,,45-862-7836,primary,3702
3313922,19-02-2019,FALSE,90494,switch,risus dapibus,,57054,De witt Foffano,,47-612-2106,primary,3703
3313923,06-12-2021,TRUE,67716,maestro,justo lacinia eget,,57094,Shoshanna Huchot,,50-200-4199,primary,3704
3313924,01-07-2021,TRUE,84830,maestro,libero nullam sit,,67101,Flora Minear,,97-189-8507,primary,3705
3313925,07-02-2022,TRUE,93209,bankcard,orci luctus et,,57101,Sutton Scoffins,,16-929-5334,primary,3706
3313926,01-07-2022,FALSE,84988,jcb,dis parturient,,57120,Ruggiero Ruslin,,91-715-0706,primary,3707
3313927,23-07-2019,FALSE,79585,jcb,lectus suspendisse potenti,,57146,August Fehners,,79-895-1068,primary,3708
3313928,11-04-2021,TRUE,93109,switch,vivamus vestibulum sagittis sapien,,57226,Dalis Anning,,72-154-2117,primary,3709
3313929,07-11-2020,TRUE,84705,visa,vitae nisl aenean lectus,,57229,Eldredge Carson,,21-333-7867,primary,3710
3313930,07-07-2021,FALSE,61389,jcb,amet eleifend pede,,57269,Warren Beeden,,77-281-1491,primary,3711
3313931,17-03-2020,FALSE,91812,jcb,elementum eu interdum eu,,57278,Ethelda Roads,,45-257-4257,primary,3712
3313932,30-06-2019,FALSE,59940,diners-club-enroute,duis aliquam convallis nunc,,57280,Rikki Witton,,40-577-7402,primary,3713
3313933,03-08-2022,TRUE,71119,bankcard,faucibus cursus,,57294,Diego Yakolev,,72-663-9702,primary,3714
3313934,01-10-2020,TRUE,59616,bankcard,integer tincidunt ante vel,,57339,Bentley Deedes,,85-245-9714,primary,3715
3313935,22-03-2022,FALSE,99356,switch,pellentesque at nulla suspendisse,,57343,Ignace Armatage,,10-743-9988,primary,3716
3313936,21-06-2022,TRUE,90029,jcb,nibh in,,57351,Karlen Barrott,,92-300-3866,primary,3717
3313937,10-04-2020,FALSE,74948,bankcard,vestibulum ante,,57356,Marchall Chinge de Hals,,05-596-9751,primary,3718
3313938,11-04-2021,FALSE,71046,maestro,cubilia curae,,57366,Jessamyn Burles,,63-741-9110,primary,3719
3313939,07-06-2022,TRUE,98929,diners-club-enroute,quisque ut erat curabitur,,57370,Horacio Villa,,58-728-8679,primary,3720
3313940,30-10-2021,TRUE,67927,bankcard,parturient montes,,57371,Godard Seal,,76-128-3251,primary,3721
3313941,17-05-2022,TRUE,74724,jcb,curae nulla,,57396,Lloyd Sidey,,11-970-6785,primary,3722
3313942,06-01-2020,FALSE,68189,bankcard,eget congue,,57402,Kenon Secombe,,18-807-5280,primary,3723
3313943,08-03-2022,FALSE,95425,jcb,rutrum nulla,,57417,Marcelia Georgius,,89-979-1667,primary,3724
3313944,22-02-2022,FALSE,88393,maestro,vel sem,,57426,Donall Jope,,92-796-6743,primary,3725
3313945,31-01-2021,TRUE,75218,visa-electron,quisque arcu libero rutrum,,57434,Tiena Licence,,52-787-3188,primary,3726
3313946,29-12-2019,FALSE,92158,maestro,in est risus,,57435,Beaufort Favell,,20-846-6688,primary,3727
3313947,15-10-2020,FALSE,56122,maestro,odio in,,57441,Imogen Dives,,55-631-8330,primary,3728
3313948,21-02-2019,TRUE,86544,diners-club-us-ca,tristique est et,,57443,Shannon Shird,,63-610-6583,primary,3729
3313949,25-04-2021,FALSE,71472,jcb,et ultrices posuere cubilia,,57445,Georgiana Klejin,,82-084-2910,primary,3730
3313950,04-01-2020,FALSE,81836,jcb,lorem ipsum,,57477,Montague Julyan,,79-350-9997,primary,3731
3313951,11-07-2019,TRUE,89280,jcb,amet eros suspendisse,,57485,Timmie Coursor,,17-620-2413,primary,3732
3313952,19-04-2021,TRUE,52367,jcb,consequat in consequat,,57530,Halie Cullen,,43-015-2395,primary,3733
3313953,04-09-2020,TRUE,77927,laser,turpis sed,,57554,Sabrina Grzelczyk,,54-509-6232,primary,3734
3313954,06-05-2022,FALSE,80903,diners-club-enroute,ridiculus mus etiam,,57563,Axel Pontin,,04-285-6275,primary,3735
3313955,09-12-2021,FALSE,97222,jcb,volutpat convallis morbi odio,,57597,Bertie Elphinston,,93-922-0845,primary,3736
3313956,22-07-2020,FALSE,50489,jcb,in magna bibendum,,57619,Clemence Foddy,,24-100-6276,primary,3737
3313957,11-07-2019,TRUE,84352,jcb,iaculis justo in hac,,57641,Colin Twitching,,98-350-5380,primary,3738
3313958,06-06-2022,TRUE,54218,jcb,cum sociis,,57644,Janot Tampion,,40-344-0983,primary,3739
3313959,27-09-2021,TRUE,61609,americanexpress,dapibus nulla,,57646,Lucho Pritchett,,21-493-9848,primary,3740
3313960,21-08-2020,TRUE,67203,bankcard,justo pellentesque,,57648,Silas Gillease,,04-988-3858,primary,3741
3313961,12-01-2020,FALSE,75869,jcb,morbi odio odio elementum,,57658,Astrix Thoresby,,27-465-5237,primary,3742
3313962,13-02-2021,TRUE,66241,americanexpress,a nibh in,,57701,Karylin Sach,,93-335-4344,primary,3743
3313963,02-08-2019,FALSE,73676,visa,velit id,,57770,Emeline Opie,,31-897-0780,primary,3744
3313964,01-03-2022,TRUE,76923,visa,tincidunt eget,,57805,Brinn Darnell,,52-892-0888,primary,3745
3313965,03-08-2020,TRUE,81567,maestro,a pede posuere,,57815,Torr Tufts,,37-480-1383,primary,3746
3313966,16-11-2021,TRUE,90283,jcb,sapien ut nunc vestibulum,,57838,Syd Vasilyevski,,40-517-0042,primary,3747
3313967,18-06-2022,TRUE,81598,jcb,at nulla suspendisse,,57895,Mace Clemonts,,46-933-1071,primary,3748
3313968,26-07-2020,FALSE,78338,visa-electron,platea dictumst etiam,,57915,Quint Towhey,,64-692-4999,primary,3749
3313969,24-07-2021,TRUE,51285,jcb,vivamus metus arcu adipiscing,,57975,Lorry Cornew,,07-464-2938,primary,3750
3313970,26-01-2021,TRUE,62655,diners-club-enroute,velit vivamus,,58014,Vittorio Matz,,65-947-9443,primary,3751
3313971,01-12-2018,FALSE,87344,jcb,magna vestibulum aliquet ultrices,,58043,Stanly Kearsley,,83-841-3800,primary,3752
3313972,06-11-2018,TRUE,78122,switch,ut dolor morbi,,58047,Chelsie Ribbens,,60-530-2004,primary,3753
3313973,27-07-2020,TRUE,61167,laser,rutrum at lorem,,58083,Lilias Granham,,38-573-0068,primary,3754
3313974,06-04-2020,TRUE,57685,laser,non mauris morbi,,58093,Estevan Dingley,,27-659-0406,primary,3755
3313975,02-03-2021,FALSE,57623,jcb,quisque arcu libero,,58121,Hamish Collard,,76-025-3060,primary,3756
3313976,14-09-2019,TRUE,58170,jcb,ipsum aliquam non mauris,,58126,Jazmin Saxelby,,97-566-7824,primary,3757
3313977,08-10-2020,FALSE,87997,diners-club-carte-blanche,leo odio,,58142,Sibelle Penberthy,,63-547-7174,primary,3758
3313978,26-02-2022,TRUE,67396,jcb,felis eu sapien,,58150,Joey Smidmor,,93-091-2586,primary,3759
3313979,20-04-2022,FALSE,55913,diners-club-enroute,interdum eu tincidunt in,,58179,Brody Starmore,,26-611-0632,primary,3760
3313980,31-03-2022,TRUE,67427,jcb,sed justo,,58207,Eduard Skirving,,38-932-8749,primary,3761
3313981,04-09-2021,TRUE,52145,bankcard,pretium iaculis diam,,58209,Lynn Juett,,35-338-2197,primary,3762
3313982,11-05-2019,TRUE,88052,americanexpress,id sapien,,58251,Kirby MacCaughen,,18-308-8590,primary,3763
3313983,24-02-2020,TRUE,60425,maestro,eu magna vulputate luctus,,58343,Charlotta Kittman,,01-026-8913,primary,3764
3313984,02-10-2018,FALSE,97266,diners-club-carte-blanche,amet nunc viverra dapibus,,68369,Parker Duckerin,,79-165-2475,primary,3765
3313985,14-05-2021,TRUE,53576,maestro,vestibulum quam,,58369,Kailey Hubery,,72-041-7321,primary,3766
3313986,13-02-2022,FALSE,53642,mastercard,cras in purus,,58386,Herrick Polye,,33-463-7333,primary,3767
3313987,06-02-2021,FALSE,87732,switch,metus sapien ut nunc,,58399,Josias Weyman,,56-987-4089,primary,3768
3313988,21-09-2018,TRUE,74628,maestro,enim in,,68405,Amble Carass,,66-960-5823,primary,3769
3313989,06-05-2021,FALSE,95831,visa-electron,pellentesque viverra pede ac,,58482,Jacquenette Burdin,,81-664-6571,primary,3770
3313990,01-09-2021,FALSE,56409,americanexpress,aliquam non mauris,,68506,Rosamund McQuin,,62-174-8855,primary,3771
3313991,11-03-2020,TRUE,97006,jcb,quis tortor,,58513,Ebonee Kalinsky,,13-768-7363,primary,3772
3313992,17-09-2020,FALSE,78467,instapayment,vitae consectetuer eget,,58583,Berkie Pagan,,50-986-2502,primary,3773
3313993,30-09-2020,FALSE,93494,jcb,rutrum neque aenean,,58619,Darryl MacAnelley,,97-271-7597,primary,3774
3313994,08-04-2020,TRUE,68269,jcb,adipiscing molestie,,58624,Perren Boanas,,57-418-1713,primary,3775
3313995,18-01-2022,TRUE,84787,jcb,lobortis vel dapibus at,,58663,Rosalind O'Keenan,,80-541-8715,primary,3776
3313996,09-12-2019,TRUE,61906,diners-club-enroute,eu interdum,,58666,Leeland Flacke,,68-984-5764,primary,3777
3313997,04-08-2021,TRUE,89339,mastercard,vitae ipsum aliquam non,,58668,Bambi Fullerlove,,55-526-3045,primary,3778
3313998,23-07-2022,FALSE,76348,mastercard,dolor sit,,58673,Dana Heckner,,39-617-0607,primary,3779
3313999,09-06-2019,FALSE,70601,maestro,ipsum praesent,,58692,Judi Mullin,,87-285-7407,primary,3780
3314000,03-11-2019,FALSE,82915,jcb,metus sapien,,58700,Arlen Aleksankov,,74-697-2169,primary,3781
3314001,14-03-2019,FALSE,84994,switch,integer pede justo,,58750,Dav Scholcroft,,50-408-3169,primary,3782
3314002,15-11-2021,FALSE,86035,jcb,est phasellus sit,,58800,Spike Pentin,,12-576-4359,primary,3783
3314003,21-01-2019,TRUE,67824,mastercard,potenti in,,58823,Kania Milner,,35-088-8458,primary,3784
3314004,12-11-2021,TRUE,72168,jcb,nulla sed,,58872,Christi Perelli,,13-501-4694,primary,3785
3314005,22-05-2021,FALSE,62869,jcb,cras mi pede,,58873,Kikelia Corstorphine,,96-735-0858,primary,3786
3314006,21-07-2022,FALSE,86916,jcb,at turpis donec,,58881,Amalea Scading,,99-559-8743,primary,3787
3314007,18-03-2019,TRUE,50507,jcb,in hac habitasse platea,,58908,Beniamino Jouaneton,,65-430-6412,primary,3788
3314008,22-05-2020,FALSE,60045,diners-club-enroute,odio condimentum id,,58926,Ardella Sharland,,42-122-9901,primary,3789
3314009,14-11-2018,TRUE,77991,jcb,tristique est,,58933,Nanon Howsego,,20-788-3192,primary,3790
3314010,08-09-2019,FALSE,85840,jcb,vulputate elementum,,58945,Sandie Cayette,,36-086-2553,primary,3791
3314011,09-04-2020,TRUE,97213,diners-club-enroute,enim blandit mi in,,58975,Pattie Groves,,76-932-7805,primary,3792
3314012,17-01-2020,TRUE,50723,jcb,integer non velit donec,,58984,Corabelle Lamperd,,95-438-0778,primary,3793
3314013,30-09-2019,TRUE,78998,jcb,neque duis bibendum morbi,,59030,Cassaundra Downham,,30-352-0683,primary,3794
3314014,03-06-2022,FALSE,98013,americanexpress,ut nulla sed,,59035,Miguel Lieb,,26-640-9631,primary,3795
3314015,07-03-2019,FALSE,90164,bankcard,pellentesque eget nunc,,59100,Abbe Ruddle,,53-321-8982,primary,3796
3314016,24-08-2020,FALSE,80861,diners-club-carte-blanche,in hac,,59120,Mead Drohun,,43-952-0630,primary,3797
3314017,15-05-2020,TRUE,59820,bankcard,quisque ut erat,,59202,Grata Latimer,,49-269-7712,primary,3798
3314018,10-12-2021,TRUE,73207,jcb,donec quis orci,,59216,Mira Clayson,,71-701-4934,primary,3799
3314019,12-05-2021,FALSE,69883,diners-club-international,morbi porttitor lorem,,59224,Cece Rosekilly,,11-383-9610,primary,3800
